year,month,day,hour,min,sec,lat,,latM,latMd,long,,longM,longMd,depth,mag
2009,3,23,3,12,2634,60,N,30,92,152,W,44,85,325,6
2009,3,23,3,12,4441,60,N,29,10,152,W,45,25,0,-6
2009,3,23,3,13,4700,60,N,29,47,152,W,46,29,0,3
2009,3,23,3,15,1898,60,N,30,62,152,W,46,52,234,3
2009,3,23,3,15,3263,60,N,29,98,152,W,46,57,0,9
2009,3,23,3,16,402,60,N,29,48,152,W,46,0,9,-3
2009,3,23,3,16,770,60,N,29,36,152,W,47,30,392,7
2009,3,23,3,16,5700,60,N,28,44,152,W,42,27,226,6
2009,3,23,3,17,1091,60,N,29,49,152,W,46,2,11,8
2009,3,23,3,17,5423,60,N,29,25,152,W,46,73,318,6
2009,3,23,3,18,2894,60,N,29,38,152,W,46,47,0,4
2009,3,23,3,18,5703,60,N,29,87,152,W,45,86,74,-3
2009,3,23,3,19,5325,60,N,29,15,152,W,46,25,44,4
2009,3,23,3,20,2521,60,N,29,72,152,W,46,37,127,4
2009,3,23,3,20,5714,60,N,29,53,152,W,46,7,12,5
2009,3,23,3,22,212,60,N,29,17,152,W,46,37,117,2
2009,3,23,3,22,5535,60,N,29,47,152,W,45,96,65,3
2009,3,23,3,23,2672,60,N,29,67,152,W,46,3,2,1
2009,3,23,3,23,5598,60,N,29,16,152,W,46,29,75,5
2009,3,23,3,24,3616,60,N,29,10,152,W,43,45,0,-7
2009,3,23,3,26,180,60,N,29,74,152,W,46,93,570,8
2009,3,23,3,27,2083,60,N,29,61,152,W,46,31,83,3
2009,3,23,3,27,3880,60,N,29,73,152,W,46,46,0,2
2009,3,23,3,28,873,60,N,28,98,152,W,46,8,79,-5
2009,3,23,3,28,2735,60,N,30,26,152,W,46,57,0,6
2009,3,23,3,28,5998,60,N,29,51,152,W,45,59,471,6
2009,3,23,3,29,2845,60,N,29,92,152,W,46,10,299,5
2009,3,23,3,30,701,60,N,29,57,152,W,46,32,349,5
2009,3,23,3,30,3538,60,N,30,11,152,W,46,36,258,2
2009,3,23,3,30,4799,60,N,28,82,152,W,45,54,307,5
2009,3,23,3,30,5996,60,N,29,42,152,W,46,8,8,5
2009,3,23,3,31,3064,60,N,29,94,152,W,45,84,0,-2
2009,3,23,3,32,309,60,N,29,70,152,W,46,26,344,6
2009,3,23,3,32,3444,60,N,29,14,152,W,45,99,173,4
2009,3,23,3,32,4719,60,N,29,90,152,W,46,13,247,7
2009,3,23,3,33,1082,60,N,29,70,152,W,46,27,0,-4
2009,3,23,3,33,2145,60,N,29,0,152,W,45,52,73,5
2009,3,23,3,33,4585,60,N,30,16,152,W,46,51,0,1
2009,3,23,3,34,3899,60,N,29,68,152,W,46,41,76,4
2009,3,23,3,35,72,60,N,29,25,152,W,46,50,136,4
2009,3,23,3,35,1644,60,N,29,32,152,W,47,79,416,0
2009,3,23,3,37,1227,60,N,29,66,152,W,45,91,368,5
2009,3,23,3,37,4850,60,N,29,50,152,W,45,59,0,-1
2009,3,23,3,37,5122,60,N,29,39,152,W,45,95,306,7
2009,3,23,3,38,2956,60,N,29,72,152,W,44,27,368,5
2009,3,23,3,39,2836,60,N,28,91,152,W,46,37,107,4
2009,3,23,3,39,5701,60,N,29,29,152,W,46,31,0,6
2009,3,23,3,40,1610,60,N,28,29,152,W,45,63,12,1
2009,3,23,3,40,5171,60,N,29,88,152,W,45,27,0,-1
2009,3,23,3,41,2621,60,N,29,57,152,W,46,50,86,-3
2009,3,23,3,41,4275,60,N,29,94,152,W,46,41,41,1
2009,3,23,3,42,4555,60,N,29,47,152,W,46,7,396,6
2009,3,23,3,43,67,60,N,29,43,152,W,45,26,0,-1
2009,3,23,3,43,5939,60,N,29,71,152,W,44,62,0,0
2009,3,23,3,44,548,60,N,29,90,152,W,45,98,0,2
2009,3,23,3,44,3905,60,N,29,48,152,W,46,25,0,4
2009,3,23,3,45,1798,60,N,29,57,152,W,45,51,38,4
2009,3,23,3,46,3803,60,N,28,63,152,W,42,68,0,-5
2009,3,23,3,48,217,60,N,30,51,152,W,44,61,192,4
2009,3,23,3,49,4060,60,N,29,54,152,W,46,59,41,6
2009,3,23,3,52,1408,60,N,29,70,152,W,46,73,0,0
2009,3,23,3,53,357,60,N,28,62,152,W,45,63,118,-1
2009,3,23,3,53,729,60,N,29,56,152,W,46,46,0,5
2009,3,23,3,53,3218,60,N,30,60,152,W,46,63,0,0
2009,3,23,3,54,3570,60,N,28,96,152,W,45,70,324,5
2009,3,23,3,54,5497,60,N,29,40,152,W,45,73,67,0
2009,3,23,3,55,1153,60,N,29,30,152,W,45,93,0,1
2009,3,23,3,55,4285,60,N,29,36,152,W,45,74,5,-3
2009,3,23,3,56,240,60,N,29,21,152,W,46,67,0,1
2009,3,23,3,56,1015,60,N,30,23,152,W,44,26,150,4
2009,3,23,3,56,4172,60,N,29,62,152,W,45,22,15,-5
2009,3,23,3,56,5786,60,N,30,63,152,W,46,1,0,-7
2009,3,23,3,56,5999,60,N,29,43,152,W,46,6,398,4
2009,3,23,3,57,2247,60,N,29,88,152,W,43,39,0,-9
2009,3,23,3,57,2485,60,N,30,95,152,W,44,45,270,0
2009,3,23,3,57,3017,60,N,29,78,152,W,45,21,251,-4
2009,3,23,3,58,1553,60,N,29,85,152,W,46,68,344,4
2009,3,23,3,59,400,60,N,29,66,152,W,46,59,224,-1
2009,3,23,3,59,1483,60,N,30,66,152,W,46,13,451,7
2009,3,23,4,0,1025,60,N,31,1,152,W,45,33,229,2
2009,3,23,4,0,2762,60,N,29,60,152,W,44,74,247,4
2009,3,23,4,0,5875,60,N,28,80,152,W,46,11,0,1
2009,3,23,4,1,1285,60,N,30,21,152,W,46,11,44,3
2009,3,23,4,1,2190,60,N,30,4,152,W,46,26,0,1
2009,3,23,4,1,5756,60,N,29,8,152,W,46,8,65,0
2009,3,23,4,2,1750,60,N,29,61,152,W,46,14,42,2
2009,3,23,4,2,5020,60,N,29,96,152,W,45,2,72,4
2009,3,23,4,3,1747,60,N,29,23,152,W,45,95,0,2
2009,3,23,4,4,4275,60,N,29,25,152,W,46,29,16,4
2009,3,23,4,8,1233,60,N,30,3,152,W,45,91,54,1
2009,3,23,4,13,1126,60,N,29,84,152,W,45,52,296,3
2009,3,23,4,17,2458,58,N,59,89,153,W,40,93,410,15
2009,3,23,4,22,3134,60,N,28,51,152,W,46,22,427,6
2009,3,23,4,28,1250,60,N,30,56,152,W,45,90,0,3
2009,3,23,4,28,4288,60,N,30,23,152,W,46,27,227,-4
2009,3,23,4,29,1542,60,N,29,75,152,W,46,16,0,1
2009,3,23,4,29,2052,60,N,30,13,152,W,45,53,0,4
2009,3,23,4,30,2418,60,N,29,29,152,W,46,12,342,4
2009,3,23,4,30,5987,60,N,28,99,152,W,46,41,0,1
2009,3,23,4,31,4427,60,N,30,2,152,W,45,60,373,5
2009,3,23,4,32,1030,60,N,29,46,152,W,46,35,31,0
2009,3,23,4,32,5661,60,N,30,6,152,W,46,0,410,5
2009,3,23,4,33,5522,60,N,28,40,152,W,46,14,42,-3
2009,3,23,4,34,348,60,N,29,49,152,W,46,21,0,3
2009,3,23,4,34,2647,60,N,28,74,152,W,45,18,0,2
2009,3,23,4,34,5781,60,N,29,61,152,W,46,24,0,1
2009,3,23,4,35,1198,60,N,29,55,152,W,46,8,0,5
2009,3,23,4,35,2843,60,N,30,25,152,W,45,84,0,-5
2009,3,23,4,35,5554,60,N,29,67,152,W,46,51,0,2
2009,3,23,4,36,4142,60,N,29,19,152,W,45,82,179,-3
2009,3,23,4,36,5619,60,N,29,47,152,W,46,4,7,0
2009,3,23,4,37,1456,60,N,29,25,152,W,46,54,222,6
2009,3,23,4,37,4055,60,N,28,19,152,W,45,41,0,5
2009,3,23,4,38,1049,60,N,29,68,152,W,44,69,0,-3
2009,3,23,4,39,5825,60,N,29,71,152,W,44,73,0,-6
2009,3,23,4,40,5163,60,N,29,58,152,W,46,7,222,1
2009,3,23,4,43,5000,60,N,28,86,152,W,46,16,73,-3
2009,3,23,4,43,5260,60,N,29,78,152,W,45,11,0,5
2009,3,23,4,44,239,60,N,29,79,152,W,46,79,0,0
2009,3,23,4,44,3882,60,N,29,79,152,W,46,27,0,3
2009,3,23,4,44,5197,60,N,29,58,152,W,46,23,430,6
2009,3,23,4,47,3630,60,N,28,39,152,W,46,9,0,4
2009,3,23,4,51,76,60,N,29,34,152,W,46,17,0,5
2009,3,23,4,51,5733,60,N,29,57,152,W,46,15,0,3
2009,3,23,4,52,2250,60,N,29,35,152,W,46,63,0,4
2009,3,23,4,55,2437,60,N,29,98,152,W,46,20,9,0
2009,3,23,4,55,4337,60,N,27,99,152,W,45,41,50,-2
2009,3,23,4,55,4716,60,N,28,26,152,W,44,3,280,11
2009,3,23,4,55,5626,60,N,29,49,152,W,43,59,0,3
2009,3,23,4,56,4810,60,N,28,67,152,W,46,68,0,-1
2009,3,23,4,56,5624,60,N,29,54,152,W,45,29,0,2
2009,3,23,4,59,4603,60,N,29,50,152,W,46,8,48,4
2009,3,23,5,0,1395,60,N,30,34,152,W,47,4,412,8
2009,3,23,5,1,3870,60,N,29,95,152,W,46,24,0,8
2009,3,23,5,17,3587,60,N,28,91,152,W,44,30,0,-2
2009,3,23,5,17,5161,60,N,29,44,152,W,46,19,0,2
2009,3,23,5,18,774,60,N,28,58,152,W,45,37,243,0
2009,3,23,5,18,788,60,N,28,75,152,W,45,84,85,-2
2009,3,23,5,18,1791,60,N,29,68,152,W,45,98,0,3
2009,3,23,5,22,2633,60,N,29,84,152,W,46,99,0,6
2009,3,23,5,42,5364,60,N,28,58,152,W,48,73,0,9
2009,3,23,5,51,5876,60,N,29,43,152,W,45,34,0,13
2009,3,23,6,25,658,60,N,30,49,152,W,46,78,0,8
2009,3,23,6,40,5415,60,N,29,61,152,W,46,2,0,15
2009,3,23,7,33,2523,53,N,56,64,166,W,36,51,1012,6
2009,3,23,7,34,4518,53,N,46,13,166,W,42,43,2178,13
2009,3,23,7,39,4237,60,N,29,93,152,W,46,10,34,4
2009,3,23,7,54,150,60,N,29,17,152,W,45,59,297,4
2009,3,23,7,55,5170,60,N,29,58,152,W,46,4,25,3
2009,3,23,7,58,3837,60,N,29,25,152,W,46,24,78,2
2009,3,23,7,59,1339,60,N,29,16,152,W,46,3,21,1
2009,3,23,8,0,1192,60,N,29,17,152,W,46,13,52,1
2009,3,23,8,4,4915,60,N,29,50,152,W,46,50,0,-3
2009,3,23,8,29,5682,58,N,22,76,154,W,43,74,537,14
2009,3,23,9,22,4253,55,N,10,20,162,W,18,63,698,13
2009,3,23,9,51,2676,53,N,56,68,166,W,35,77,755,5
2009,3,23,11,39,1395,58,N,27,67,154,W,42,24,446,9
2009,3,23,12,20,5082,60,N,29,32,152,W,46,77,0,6
2009,3,23,12,58,4300,60,N,29,3,152,W,42,95,0,14
2009,3,23,13,27,2291,60,N,29,14,152,W,46,1,0,9
2009,3,23,14,24,4107,60,N,29,45,152,W,45,44,0,2
2009,3,23,14,26,5411,60,N,29,37,152,W,45,57,0,8
2009,3,23,14,40,4493,60,N,29,27,152,W,46,3,0,3
2009,3,23,14,43,1335,60,N,29,18,152,W,46,71,0,8
2009,3,23,15,1,5238,60,N,29,42,152,W,46,42,0,2
2009,3,23,15,1,5626,60,N,29,18,152,W,45,42,0,5
2009,3,23,15,21,3865,60,N,29,25,152,W,45,90,0,4
2009,3,23,15,30,1978,60,N,27,94,152,W,46,32,0,3
2009,3,23,15,59,3292,53,N,14,63,168,W,7,23,1129,9
2009,3,23,16,12,482,60,N,29,19,152,W,45,99,0,3
2009,3,23,16,18,4854,60,N,29,39,152,W,46,20,2,8
2009,3,23,19,13,5915,60,N,29,37,152,W,46,99,0,2
2009,3,23,19,37,5503,60,N,29,93,152,W,45,81,0,13
2009,3,23,20,56,38,60,N,28,78,152,W,46,49,0,4
2009,3,23,22,40,2893,60,N,29,33,152,W,46,9,10,7
2009,3,23,22,43,1779,60,N,29,64,152,W,45,75,0,3
2009,3,23,22,53,1591,60,N,29,36,152,W,47,10,16,6
2009,3,23,22,53,5371,60,N,29,58,152,W,45,95,0,2
2009,3,24,0,17,5769,60,N,29,77,152,W,44,52,0,5
2009,3,24,4,25,293,60,N,29,93,152,W,45,67,235,6
2009,3,24,4,44,1288,60,N,29,45,152,W,45,10,117,3
2009,3,24,5,23,5498,53,N,12,94,168,W,5,36,835,14
2009,3,24,5,46,5703,58,N,14,23,155,W,8,5,312,10
2009,3,24,6,19,5926,58,N,14,6,155,W,8,36,155,7
2009,3,24,6,57,5492,60,N,29,61,152,W,45,96,0,-2
2009,3,24,15,32,2588,60,N,29,45,152,W,45,93,0,3
2009,3,24,16,25,3918,55,N,11,18,162,W,19,59,40,13
2009,3,24,16,47,3505,55,N,9,22,162,W,15,60,602,8
2009,3,24,16,47,3624,55,N,11,19,162,W,22,78,240,18
2009,3,24,17,11,4125,58,N,13,88,155,W,9,88,307,9
2009,3,24,17,15,2703,55,N,7,80,162,W,10,26,0,12
2009,3,24,17,30,135,55,N,10,78,162,W,20,80,686,8
2009,3,24,17,32,3072,55,N,10,71,162,W,20,26,806,9
2009,3,24,17,39,3884,55,N,11,12,162,W,20,99,694,6
2009,3,24,20,33,5346,61,N,3,49,152,W,16,22,1194,9
2009,3,24,20,52,3854,60,N,29,51,152,W,46,4,9,6
2009,3,24,21,43,476,60,N,29,63,152,W,46,11,3,5
2009,3,24,22,11,4504,60,N,29,27,152,W,46,23,3,6
2009,3,24,23,39,3818,55,N,11,0,162,W,20,59,740,11
2009,3,25,0,51,1725,55,N,10,82,162,W,20,24,770,8
2009,3,25,0,52,560,61,N,8,83,152,W,14,81,506,4
2009,3,25,1,24,3891,60,N,29,66,152,W,46,1,27,3
2009,3,25,2,31,4634,60,N,33,7,152,W,43,37,0,5
2009,3,25,2,45,1810,58,N,26,38,154,W,41,51,616,9
2009,3,25,3,11,4901,60,N,29,44,152,W,46,2,7,4
2009,3,25,6,47,1347,60,N,29,97,152,W,45,92,0,4
2009,3,25,7,42,738,60,N,2,29,153,W,4,97,0,0
2009,3,25,8,13,2978,60,N,29,44,152,W,46,23,0,6
2009,3,25,8,33,212,60,N,29,61,152,W,46,8,0,10
2009,3,25,10,44,369,58,N,10,0,155,W,17,85,201,17
2009,3,25,15,35,4385,60,N,29,45,152,W,46,2,0,7
2009,3,25,16,35,2420,53,N,56,57,166,W,36,48,850,9
2009,3,25,23,42,3580,53,N,56,37,166,W,36,60,731,12
2009,3,25,23,45,5641,58,N,14,88,154,W,57,82,321,13
2009,3,26,1,35,5095,53,N,9,41,168,W,22,50,1197,11
2009,3,26,1,40,466,58,N,11,29,155,W,16,16,183,8
2009,3,26,5,11,5957,53,N,9,89,168,W,23,62,1065,19
2009,3,26,14,32,2262,53,N,55,90,166,W,36,50,1056,7
2009,3,26,19,44,1670,61,N,18,21,152,W,14,34,230,3
2009,3,26,21,48,4541,58,N,14,89,155,W,9,57,0,8
2009,3,27,0,38,2943,60,N,28,77,152,W,45,89,162,8
2009,3,27,0,42,5937,60,N,29,8,152,W,46,9,35,7
2009,3,27,0,44,2240,60,N,29,35,152,W,46,7,0,6
2009,3,27,0,46,4660,60,N,28,89,152,W,45,99,89,7
2009,3,27,0,48,804,60,N,29,46,152,W,46,1,14,7
2009,3,27,0,51,4930,60,N,29,4,152,W,46,6,47,8
2009,3,27,0,55,5801,60,N,29,7,152,W,46,2,57,8
2009,3,27,0,57,5231,60,N,29,5,152,W,45,93,48,11
2009,3,27,0,59,4116,60,N,29,3,152,W,45,91,73,7
2009,3,27,1,0,4425,60,N,29,29,152,W,45,91,47,6
2009,3,27,1,7,1053,60,N,29,6,152,W,45,91,69,8
2009,3,27,1,8,3495,60,N,29,20,152,W,46,0,0,6
2009,3,27,1,18,4259,60,N,29,66,152,W,46,5,4,9
2009,3,27,1,20,4225,60,N,29,4,152,W,46,5,28,6
2009,3,27,1,23,5722,60,N,29,3,152,W,46,0,48,7
2009,3,27,1,24,5788,60,N,29,7,152,W,45,97,60,5
2009,3,27,1,26,557,60,N,29,22,152,W,45,98,55,7
2009,3,27,1,27,1830,60,N,29,2,152,W,45,97,43,6
2009,3,27,1,28,5608,60,N,29,10,152,W,46,1,42,12
2009,3,27,1,30,2017,60,N,29,31,152,W,46,1,0,7
2009,3,27,1,31,3270,60,N,29,51,152,W,45,94,9,9
2009,3,27,1,36,2072,60,N,29,9,152,W,45,97,37,11
2009,3,27,1,37,5448,60,N,28,99,152,W,45,95,47,11
2009,3,27,1,39,5159,60,N,29,7,152,W,45,97,47,8
2009,3,27,1,42,2690,60,N,28,83,152,W,45,96,55,12
2009,3,27,1,44,3127,60,N,29,16,152,W,45,98,46,11
2009,3,27,1,45,3314,60,N,29,64,152,W,46,3,0,6
2009,3,27,1,48,926,60,N,29,82,152,W,45,66,0,11
2009,3,27,1,51,2624,60,N,29,3,152,W,45,99,45,12
2009,3,27,1,54,5310,60,N,29,65,152,W,46,7,0,12
2009,3,27,1,59,2310,60,N,28,47,152,W,45,83,61,13
2009,3,27,2,1,1275,60,N,28,88,152,W,45,95,62,5
2009,3,27,2,4,3154,60,N,29,12,152,W,45,98,51,12
2009,3,27,2,7,4124,60,N,29,7,152,W,45,90,45,13
2009,3,27,2,9,2590,60,N,28,98,152,W,45,89,69,12
2009,3,27,2,11,5708,60,N,29,4,152,W,46,3,29,11
2009,3,27,2,15,5856,60,N,29,8,152,W,45,86,64,12
2009,3,27,2,16,5971,60,N,29,5,152,W,45,87,86,6
2009,3,27,2,20,1571,60,N,29,0,152,W,45,94,29,12
2009,3,27,2,22,3277,60,N,29,33,152,W,45,91,50,12
2009,3,27,2,27,2139,60,N,28,89,152,W,45,99,52,13
2009,3,27,2,32,1116,60,N,29,7,152,W,45,94,65,13
2009,3,27,2,34,4283,60,N,29,5,152,W,45,99,46,12
2009,3,27,2,40,2898,60,N,29,3,152,W,46,1,31,13
2009,3,27,2,41,3575,60,N,29,48,152,W,46,10,55,7
2009,3,27,2,44,1736,60,N,29,3,152,W,45,92,55,12
2009,3,27,2,44,5119,60,N,28,86,152,W,45,96,44,7
2009,3,27,2,46,1352,60,N,28,98,152,W,45,92,75,13
2009,3,27,2,47,3332,60,N,29,3,152,W,45,95,58,12
2009,3,27,2,48,203,60,N,29,30,152,W,45,90,65,5
2009,3,27,2,49,1800,60,N,29,1,152,W,45,85,54,11
2009,3,27,2,50,3934,60,N,29,3,152,W,45,92,55,13
2009,3,27,2,51,1317,60,N,28,87,152,W,45,85,186,7
2009,3,27,2,53,917,60,N,29,2,152,W,46,0,49,12
2009,3,27,2,54,5047,60,N,29,1,152,W,45,87,63,13
2009,3,27,2,55,2321,60,N,29,30,152,W,45,96,23,5
2009,3,27,2,57,3302,60,N,29,48,152,W,43,90,316,15
2009,3,27,3,1,1689,60,N,29,7,152,W,45,95,36,14
2009,3,27,3,6,3403,60,N,28,95,152,W,45,99,54,9
2009,3,27,3,8,2314,60,N,29,4,152,W,46,2,48,8
2009,3,27,3,9,4146,60,N,29,2,152,W,46,6,50,12
2009,3,27,3,10,3639,60,N,28,97,152,W,45,90,66,10
2009,3,27,3,12,1634,60,N,29,2,152,W,45,93,56,13
2009,3,27,3,13,179,60,N,29,3,152,W,46,3,40,5
2009,3,27,3,14,1363,60,N,28,95,152,W,45,93,34,12
2009,3,27,3,15,3735,60,N,29,1,152,W,46,4,44,13
2009,3,27,3,19,5776,60,N,29,26,152,W,45,95,0,12
2009,3,27,3,22,618,60,N,29,2,152,W,45,95,43,13
2009,3,27,3,23,215,60,N,29,8,152,W,46,3,37,9
2009,3,27,3,24,2875,60,N,29,4,152,W,45,98,47,12
2009,3,27,3,26,3015,60,N,29,8,152,W,46,4,50,13
2009,3,27,3,28,839,60,N,29,6,152,W,45,92,51,12
2009,3,27,3,31,5237,60,N,29,0,152,W,45,91,0,14
2009,3,27,3,33,1738,60,N,29,17,152,W,45,89,0,12
2009,3,27,3,37,1544,60,N,29,20,152,W,45,82,0,13
2009,3,27,3,38,3370,60,N,29,8,152,W,46,5,31,12
2009,3,27,3,39,4231,60,N,29,5,152,W,45,99,15,9
2009,3,27,3,42,2381,60,N,29,33,152,W,45,72,0,13
2009,3,27,3,44,2211,60,N,28,98,152,W,45,93,17,14
2009,3,27,3,44,4694,60,N,28,99,152,W,45,97,48,7
2009,3,27,3,46,3109,60,N,29,4,152,W,45,95,19,14
2009,3,27,3,47,95,60,N,28,88,152,W,45,97,73,6
2009,3,27,3,48,3049,60,N,29,25,152,W,45,92,0,13
2009,3,27,3,50,4749,60,N,29,12,152,W,45,88,72,14
2009,3,27,3,52,895,60,N,29,7,152,W,46,2,31,8
2009,3,27,3,54,4023,60,N,29,38,152,W,45,14,92,16
2009,3,27,3,56,1029,60,N,29,12,152,W,45,75,106,14
2009,3,27,3,56,3074,60,N,29,41,152,W,46,1,18,6
2009,3,27,4,0,798,60,N,29,23,152,W,45,90,0,14
2009,3,27,4,2,5612,60,N,29,32,152,W,44,73,0,11
2009,3,27,4,2,5605,60,N,29,24,152,W,45,66,0,14
2009,3,27,4,4,4322,60,N,29,22,152,W,45,84,0,13
2009,3,27,4,5,5721,60,N,28,91,152,W,45,69,0,5
2009,3,27,4,8,19,60,N,29,59,152,W,46,0,0,12
2009,3,27,4,9,4094,60,N,29,15,152,W,45,96,0,13
2009,3,27,4,11,2787,60,N,29,17,152,W,46,7,31,11
2009,3,27,4,13,5002,60,N,29,20,152,W,45,95,0,14
2009,3,27,4,16,503,60,N,29,18,152,W,45,91,7,16
2009,3,27,4,20,2525,60,N,29,14,152,W,45,82,0,14
2009,3,27,4,22,132,60,N,29,15,152,W,45,82,0,13
2009,3,27,4,25,192,60,N,29,27,152,W,45,85,0,16
2009,3,27,4,27,1857,60,N,29,37,152,W,45,89,0,14
2009,3,27,4,28,3840,60,N,29,53,152,W,45,94,0,13
2009,3,27,4,29,2050,60,N,29,10,152,W,45,98,59,10
2009,3,27,4,32,4188,60,N,29,38,152,W,45,98,21,16
2009,3,27,4,33,2367,60,N,29,24,152,W,45,99,50,13
2009,3,27,4,34,2725,60,N,29,39,152,W,45,87,0,15
2009,3,27,4,36,2542,60,N,29,26,152,W,45,93,0,15
2009,3,27,4,38,4071,60,N,29,16,152,W,45,87,0,14
2009,3,27,4,39,724,60,N,29,3,152,W,45,91,59,12
2009,3,27,4,41,1915,60,N,29,23,152,W,45,96,0,15
2009,3,27,4,42,3835,60,N,29,6,152,W,46,0,30,12
2009,3,27,4,43,4142,60,N,29,22,152,W,45,94,0,12
2009,3,27,4,44,3016,60,N,29,33,152,W,45,83,0,14
2009,3,27,4,46,2377,60,N,29,30,152,W,45,82,0,16
2009,3,27,4,47,5582,60,N,29,18,152,W,45,75,0,11
2009,3,27,4,50,848,60,N,29,18,152,W,45,88,0,15
2009,3,27,4,51,3838,60,N,29,14,152,W,45,80,0,16
2009,3,27,4,53,1737,60,N,29,21,152,W,45,86,24,15
2009,3,27,4,54,619,60,N,28,97,152,W,45,93,31,9
2009,3,27,4,55,5125,60,N,29,35,152,W,45,89,0,15
2009,3,27,4,56,4026,60,N,29,42,152,W,45,97,20,14
2009,3,27,4,57,3461,60,N,29,22,152,W,45,99,0,12
2009,3,27,5,0,4959,60,N,29,27,152,W,45,74,0,12
2009,3,27,5,2,1103,60,N,29,15,152,W,46,24,31,11
2009,3,27,5,3,2578,60,N,29,34,152,W,45,84,0,16
2009,3,27,5,4,4826,60,N,29,30,152,W,45,14,96,14
2009,3,27,5,7,1568,60,N,29,10,152,W,45,96,0,15
2009,3,27,5,8,3310,60,N,29,25,152,W,46,0,0,16
2009,3,27,5,10,94,60,N,29,27,152,W,45,87,0,12
2009,3,27,5,11,5543,60,N,29,13,152,W,45,67,4,16
2009,3,27,5,13,3422,60,N,29,30,152,W,45,94,0,16
2009,3,27,5,14,4019,60,N,28,80,152,W,45,86,220,9
2009,3,27,5,15,2639,60,N,29,27,152,W,45,96,33,9
2009,3,27,5,17,187,60,N,29,24,152,W,45,90,0,16
2009,3,27,5,18,4533,60,N,29,34,152,W,45,94,0,16
2009,3,27,5,20,4801,60,N,29,22,152,W,45,87,0,17
2009,3,27,5,21,939,60,N,29,79,152,W,45,98,0,6
2009,3,27,5,22,5745,60,N,29,23,152,W,45,97,39,16
2009,3,27,5,26,3127,60,N,29,18,152,W,45,96,0,17
2009,3,27,5,28,3118,60,N,29,46,152,W,45,93,0,15
2009,3,27,5,29,4691,60,N,28,94,152,W,45,45,0,10
2009,3,27,5,31,2603,60,N,29,53,152,W,45,76,0,17
2009,3,27,5,32,1376,60,N,29,21,152,W,45,94,0,7
2009,3,27,5,33,1659,60,N,29,20,152,W,45,88,0,15
2009,3,27,5,34,4692,60,N,29,4,152,W,45,92,35,16
2009,3,27,5,36,4805,60,N,29,32,152,W,45,83,78,14
2009,3,27,5,38,3328,60,N,29,34,152,W,45,84,0,17
2009,3,27,5,39,3538,60,N,29,0,152,W,46,7,40,10
2009,3,27,5,41,1745,60,N,28,97,152,W,46,5,35,10
2009,3,27,5,42,2352,60,N,29,31,152,W,45,87,0,18
2009,3,27,5,43,5804,60,N,29,59,152,W,45,13,0,12
2009,3,27,5,44,4873,60,N,29,49,152,W,45,96,0,16
2009,3,27,5,46,2435,60,N,29,12,152,W,45,99,0,17
2009,3,27,5,48,4779,60,N,29,41,152,W,45,79,0,16
2009,3,27,5,51,28,60,N,29,25,152,W,45,91,0,17
2009,3,27,5,53,3169,60,N,29,4,152,W,45,94,0,18
2009,3,27,5,54,1453,60,N,29,36,152,W,45,94,45,9
2009,3,27,5,56,1834,60,N,29,45,152,W,45,82,0,17
2009,3,27,5,57,2355,60,N,29,11,152,W,46,11,0,11
2009,3,27,5,59,2373,60,N,29,55,152,W,45,96,0,16
2009,3,27,6,0,1239,60,N,29,86,152,W,43,66,138,9
2009,3,27,6,1,884,60,N,29,68,152,W,45,79,0,13
2009,3,27,6,2,1655,60,N,29,52,152,W,46,40,0,4
2009,3,27,6,3,887,60,N,29,41,152,W,45,86,0,16
2009,3,27,6,4,3538,60,N,29,34,152,W,45,84,0,16
2009,3,27,6,6,2683,60,N,29,26,152,W,45,98,0,12
2009,3,27,6,7,2512,60,N,29,36,152,W,45,82,0,17
2009,3,27,6,8,3146,60,N,29,13,152,W,45,77,101,16
2009,3,27,6,10,4937,60,N,29,58,152,W,45,94,0,14
2009,3,27,6,12,1229,60,N,29,21,152,W,45,82,0,18
2009,3,27,6,12,5206,60,N,29,40,152,W,45,84,26,7
2009,3,27,6,14,19,60,N,29,39,152,W,45,96,0,17
2009,3,27,6,14,4358,60,N,29,6,152,W,46,10,11,8
2009,3,27,6,15,2096,60,N,29,25,152,W,45,71,0,13
2009,3,27,6,16,4381,60,N,29,87,152,W,46,56,118,7
2009,3,27,6,18,1452,60,N,29,44,152,W,45,87,0,16
2009,3,27,6,19,1053,60,N,29,73,152,W,46,8,21,9
2009,3,27,6,20,563,60,N,29,36,152,W,45,93,0,17
2009,3,27,6,21,301,60,N,28,85,152,W,45,90,84,9
2009,3,27,6,21,5899,60,N,29,6,152,W,44,87,0,17
2009,3,27,6,23,2423,60,N,29,29,152,W,45,87,0,17
2009,3,27,6,24,3174,60,N,29,42,152,W,45,91,0,15
2009,3,27,6,25,631,60,N,29,51,152,W,45,99,11,12
2009,3,27,6,26,5014,60,N,29,42,152,W,45,99,4,15
2009,3,27,6,27,3560,60,N,29,7,152,W,46,4,71,11
2009,3,27,6,28,3362,60,N,29,16,152,W,45,91,0,13
2009,3,27,6,29,409,60,N,29,22,152,W,45,98,0,15
2009,3,27,6,33,634,60,N,29,11,152,W,45,99,29,13
2009,3,27,6,33,4235,60,N,29,12,152,W,45,98,57,10
2009,3,27,6,33,5903,60,N,29,3,152,W,46,2,62,9
