time,lat,long,depth,mag,ms
2009-03-19T03:40:57.430Z,60.486,-152.77716666666666,0.72,0.1,1237434057430
2009-03-20T21:45:52.350Z,60.482,-152.76483333333334,-3,0.1,1237585552350
2009-03-20T22:13:19.740Z,60.48766666666667,-152.7685,-2.92,0.1,1237587199740
2009-03-21T00:19:32.530Z,60.4895,-152.76916666666668,-2.83,0,1237594772530
2009-03-21T03:39:03.900Z,60.496833333333335,-152.769,0.34,0,1237606743900
2009-03-21T04:51:07.670Z,60.496,-152.7745,-3,0,1237611067670
2009-03-21T06:20:03.810Z,60.47833333333333,-152.76833333333335,1.08,0,1237616403810
2009-03-21T07:33:28.610Z,60.489,-152.7625,-0.17,0.1,1237620808610
2009-03-21T07:37:09.690Z,60.481,-152.76483333333334,0.51,0.1,1237621029690
2009-03-21T08:51:52.960Z,60.48416666666667,-152.775,-3,0,1237625512960
2009-03-21T09:59:55.590Z,60.4955,-152.76633333333334,-0.5,0,1237629595590
2009-03-21T11:15:41.700Z,60.463,-152.76266666666666,-0.52,0.1,1237634141700
2009-03-21T11:50:51.260Z,60.480333333333334,-152.77216666666666,0.67,0,1237636251260
2009-03-21T14:21:04.240Z,60.476333333333336,-152.768,0.14,0.1,1237645264240
2009-03-21T15:28:55.760Z,60.49316666666667,-152.763,0.78,0,1237649335760
2009-03-21T16:03:15.730Z,60.48733333333333,-152.76483333333334,-0.44,0.1,1237651395730
2009-03-21T16:46:40.510Z,60.48533333333334,-152.77216666666666,-3,0,1237654000510
2009-03-21T19:02:02.200Z,60.48416666666667,-152.77183333333335,-2.7,0,1237662122200
2009-03-21T20:37:48.410Z,60.50233333333333,-152.76883333333333,0.16,0.1,1237667868410
2009-03-21T20:54:01.870Z,60.483333333333334,-152.7635,1.11,0.1,1237668841870
2009-03-21T21:29:23.530Z,60.4855,-152.77083333333334,-0.06,0,1237670963530
2009-03-21T22:33:23.900Z,60.492,-152.76533333333333,-2.71,0.1,1237674803900
2009-03-21T23:04:11.410Z,60.494166666666665,-152.7785,-3,0,1237676651410
2009-03-22T01:12:39.810Z,60.4955,-152.77283333333332,-3,0,1237684359810
2009-03-22T02:31:10.620Z,60.487,-152.76316666666668,-0.98,0,1237689070620
2009-03-22T02:33:38.660Z,60.4875,-152.7785,-2.85,0,1237689218660
2009-03-22T02:38:53.850Z,60.49016666666667,-152.77566666666667,-3,0,1237689533850
2009-03-22T03:23:48.430Z,60.50183333333333,-152.768,2.21,0,1237692228430
2009-03-22T04:12:47.620Z,60.48,-152.77433333333335,2.19,0.1,1237695167620
2009-03-22T04:13:32.970Z,60.506,-152.774,-0.25,0.1,1237695212970
2009-03-22T04:13:53.710Z,60.48466666666667,-152.7675,-0.07,0.1,1237695233710
2009-03-22T04:24:44.710Z,60.4905,-152.7695,-3,0,1237695884710
2009-03-22T04:50:28.090Z,60.48583333333333,-152.76783333333333,0.13,0.1,1237697428090
2009-03-22T05:17:54.560Z,60.495666666666665,-152.76316666666668,1.58,0.1,1237699074560
2009-03-22T05:20:27.190Z,60.4895,-152.77016666666665,-2.78,0.1,1237699227190
2009-03-22T06:17:03.740Z,60.486,-152.76216666666667,1.92,0.1,1237702623740
2009-03-22T06:21:50.210Z,60.4845,-152.76333333333332,-3,0,1237702910210
2009-03-22T06:24:07.380Z,60.48133333333333,-152.75833333333333,2.57,0.1,1237703047380
2009-03-22T06:48:05.070Z,60.47966666666667,-152.75933333333333,2.41,0.1,1237704485070
2009-03-22T06:59:04.750Z,60.487833333333334,-152.7665,0.45,0.1,1237705144750
2009-03-22T07:20:01.630Z,60.477333333333334,-152.789,0.1,0,1237706401630
2009-03-22T07:21:08.760Z,60.49916666666667,-152.76683333333332,0.42,0.1,1237706468760
2009-03-22T07:25:53.530Z,60.4905,-152.76416666666665,0.43,0.1,1237706753530
2009-03-22T07:47:15.390Z,60.49616666666667,-152.77366666666666,-0.21,0,1237708035390
2009-03-22T07:47:36.810Z,60.48683333333334,-152.76183333333333,2.18,0,1237708056810
2009-03-22T07:55:30.340Z,60.50783333333333,-152.77266666666668,3.42,0.1,1237708530340
2009-03-22T08:01:52.690Z,60.487,-152.76683333333332,-0.18,0,1237708912690
2009-03-22T08:12:43.620Z,60.493833333333335,-152.77033333333333,-0.15,0.1,1237709563620
2009-03-22T08:16:13.410Z,60.49216666666667,-152.761,1.94,0.1,1237709773410
2009-03-22T08:50:28.050Z,60.4835,-152.76266666666666,0.07,0.1,1237711828050
2009-03-22T08:56:57.880Z,60.495333333333335,-152.77416666666667,-3,0,1237712217880
2009-03-22T09:00:03.710Z,60.478833333333334,-152.761,1.07,0,1237712403710
2009-03-22T09:00:32.840Z,60.49216666666667,-152.7645,0.47,0.1,1237712432840
2009-03-22T09:10:41.310Z,60.498333333333335,-152.76466666666667,-1.7,0.1,1237713041310
2009-03-22T09:17:20.990Z,60.48,-152.7615,1.74,0,1237713440990
2009-03-22T09:20:02.190Z,60.03366666666667,-153.07466666666667,-3,0,1237713602190
2009-03-22T09:23:23.300Z,60.49616666666667,-152.76233333333334,0.7,0,1237713803300
2009-03-22T09:28:42.480Z,60.4875,-152.7655,0.58,0,1237714122480
2009-03-22T09:46:21.140Z,60.49016666666667,-152.76966666666667,1.12,0,1237715181140
2009-03-22T09:46:43.040Z,60.495,-152.7235,-1.37,0,1237715203040
2009-03-22T09:52:24.740Z,60.488,-152.76983333333334,0.14,0,1237715544740
2009-03-22T09:54:40.890Z,60.498333333333335,-152.76633333333334,-1.7,0,1237715680890
2009-03-22T09:54:52.910Z,60.47366666666667,-152.7635,0.61,0,1237715692910
2009-03-22T10:07:51.230Z,60.49466666666667,-152.77333333333334,-3,0,1237716471230
2009-03-22T10:23:54.240Z,60.4915,-152.7625,0.74,0.1,1237717434240
2009-03-22T10:28:56.920Z,60.52033333333333,-152.77616666666665,4.86,0.1,1237717736920
2009-03-22T10:29:23.580Z,60.47666666666667,-152.76183333333333,1.69,0,1237717763580
2009-03-22T10:47:38.420Z,60.47116666666667,-152.755,2.51,0.1,1237718858420
2009-03-22T10:52:44.570Z,60.49733333333333,-152.76433333333333,2.65,0.1,1237719164570
2009-03-22T11:24:35.490Z,61.16433333333333,-152.2745,4.01,0,1237721075490
2009-03-22T12:11:38.600Z,60.48566666666667,-152.7625,0.42,0.1,1237723898600
2009-03-22T12:14:44.230Z,60.47866666666667,-152.76383333333334,0.74,0.1,1237724084230
2009-03-22T12:18:49.780Z,60.501,-152.7605,-3,0.1,1237724329780
2009-03-22T12:25:28.920Z,60.488,-152.782,-3,0,1237724728920
2009-03-22T12:39:53.980Z,60.461166666666664,-152.77466666666666,2.31,0.1,1237725593980
2009-03-22T12:41:03.490Z,60.49633333333333,-152.79233333333335,2.8,0.1,1237725663490
2009-03-22T12:41:13.770Z,60.48166666666667,-152.76616666666666,0.02,0.1,1237725673770
2009-03-22T12:52:56.160Z,60.48616666666667,-152.77233333333334,1.84,0.1,1237726376160
2009-03-22T12:54:08.550Z,60.4805,-152.784,-2.77,0,1237726448550
2009-03-22T13:16:47.030Z,60.47666666666667,-152.76266666666666,1.08,0.1,1237727807030
2009-03-22T13:21:04.970Z,60.49016666666667,-152.75766666666667,3.49,0.1,1237728064970
2009-03-22T13:29:55.120Z,60.4995,-152.7655,0.73,0.1,1237728595120
2009-03-22T13:36:02.140Z,60.486333333333334,-152.7625,-3,0.1,1237728962140
2009-03-22T13:50:10.550Z,60.4805,-152.76416666666665,0.56,0.1,1237729810550
2009-03-22T13:57:32.960Z,60.48983333333334,-152.7555,-1.09,0.1,1237730252960
