time,lat,long,depth,mag
2009-12-02T18:22:55.890Z,61.324333982,-152.253500507,0,3
2009-12-02T16:13:05.010Z,61.331167329,-152.290833915,416,3
2009-12-02T15:29:58.450Z,61.19000038,-152.260167187,676,3
2009-12-02T13:35:06.560Z,52.077666822,-176.132166931,369,-1
2009-12-02T10:33:43.340Z,52.057000114,-176.151500303,504,-5
2009-12-02T06:58:39.140Z,60.49333432,-152.782501565,0,2
2009-12-01T20:36:01.810Z,54.622167911,-163.559167785,906,20
2009-12-01T18:30:37.570Z,52.077833489,-176.132166931,367,3
2009-12-01T17:18:40.550Z,58.170500341,-155.358834051,168,8
2009-12-01T14:58:05.200Z,54.532834399,-164.694668056,722,15
2009-12-01T13:36:20.260Z,58.232500465,-155.148166963,150,5
2009-12-01T10:53:03.860Z,60.029500059,-153.061000122,0,-2
2009-12-01T07:09:37.180Z,58.219000438,-155.169833673,74,-1
2009-12-01T07:09:03.860Z,58.22500045,-155.178000356,0,2
2009-12-01T07:08:14.430Z,58.231500463,-155.178667024,364,11
2009-11-30T23:11:43.920Z,58.244333822,-155.133166933,0,8
2009-11-30T20:31:23.320Z,58.180833695,-155.303667274,41,5
2009-11-30T20:31:02.460Z,58.182833699,-155.303833941,0,3
2009-11-30T17:29:32.310Z,60.500667668,-152.672668012,828,-3
2009-11-30T00:15:30.250Z,60.042833419,-153.071000142,0,-3
2009-11-29T10:33:12.750Z,53.868501737,-166.785834905,888,12
2009-11-29T10:16:20.860Z,53.953668574,-166.564667796,949,11
2009-11-29T09:05:05.090Z,58.17333368,-155.345500691,57,5
2009-11-29T08:32:35.750Z,61.491500983,-151.994168655,556,5
2009-11-29T00:54:42.700Z,58.245333824,-155.130333594,0,2
2009-11-28T21:50:04.010Z,61.055666778,-152.359500719,271,4
2009-11-28T16:29:09.500Z,54.148833631,-165.974168615,234,10
2009-11-28T16:15:25.710Z,58.184667036,-155.282333898,200,4
2009-11-28T08:51:57.170Z,58.393167453,-154.660834655,817,8
2009-11-28T06:05:53.390Z,58.180500361,-155.286833907,0,4
2009-11-28T05:06:46.130Z,58.243500487,-155.147166961,0,5
2009-11-28T03:35:01.380Z,54.143666954,-165.946835227,631,11
2009-11-28T02:54:54.180Z,60.860835055,-152.293000586,1096,9
2009-11-28T00:34:29.670Z,61.468000936,-151.977835289,464,5
2009-11-28T00:11:18.330Z,58.247333828,-155.115666898,108,5
2009-11-27T22:56:25.510Z,58.268667204,-154.994835323,220,1
2009-11-27T20:34:17.070Z,58.34166735,-154.734168135,375,10
2009-11-27T12:37:38.900Z,53.498167663,-168.116333566,314,9
2009-11-27T12:11:51.830Z,58.191333716,-155.257167181,202,7
2009-11-27T11:17:46.130Z,61.512501025,-151.990835315,150,6
2009-11-27T10:53:40.840Z,53.870335074,-166.786834907,895,15
2009-11-27T08:55:42.910Z,58.23666714,-155.150833635,125,4
2009-11-27T08:55:32.800Z,58.233833801,-155.14666696,69,2
2009-11-27T08:39:50.850Z,52.149666966,-174.233167133,675,13
2009-11-27T06:36:47.110Z,61.497334328,-151.972501945,745,7
2009-11-27T05:11:46.700Z,58.246833827,-155.127500255,79,7
2009-11-26T21:41:48.970Z,61.457500915,-151.990501981,359,3
2009-11-26T20:24:36.330Z,58.177667022,-155.323000646,160,6
2009-11-26T19:08:36.860Z,58.511834357,-154.373500747,369,12
2009-11-26T13:43:28.280Z,60.517334368,-152.895335124,571,0
2009-11-26T13:28:25.750Z,60.517334368,-152.894501789,595,6
2009-11-26T07:38:15.970Z,61.064000128,-152.347334028,397,2
2009-11-26T06:58:33.490Z,61.317833969,-152.257500515,169,5
2009-11-26T05:51:32.450Z,60.0333334,-153.072833479,0,-6
2009-11-26T01:29:03.750Z,61.041333416,-152.39166745,300,5
2009-11-26T01:20:21.080Z,58.254667176,-155.110333554,331,4
2009-11-26T01:10:09.940Z,54.641501283,-164.811334956,1540,11
2009-11-25T23:48:08.340Z,58.246000492,-155.127666922,0,0
2009-11-25T23:28:58.560Z,58.250500501,-155.124666916,453,4
2009-11-25T22:27:37.580Z,54.633167933,-163.543834421,906,13
2009-11-25T11:57:53.680Z,53.557834449,-168.103666874,1020,16
2009-11-25T09:25:36.740Z,58.285333904,-155.20833375,730,5
2009-11-25T08:37:50.630Z,61.050166767,-152.37666742,318,5
2009-11-25T04:25:11.990Z,60.515501031,-152.721168109,614,1
2009-11-25T03:55:00.350Z,60.379834093,-153.165500331,1205,19
2009-11-25T03:23:04.750Z,58.234500469,-155.145333624,129,9
2009-11-25T02:44:18.400Z,57.886835107,-155.439167545,1552,11
2009-11-24T19:46:05.640Z,58.236833807,-155.148166963,199,8
2009-11-24T18:09:54.530Z,58.247500495,-155.121000242,0,6
2009-11-24T17:57:58.070Z,58.17000034,-155.360667388,0,9
2009-11-24T17:38:06.440Z,58.242333818,-155.139333612,206,8
2009-11-24T17:07:33.760Z,60.555834445,-152.780668228,822,0
2009-11-24T16:19:59.580Z,58.243000486,-155.140166947,0,3
2009-11-24T16:19:33.350Z,58.246000492,-155.135500271,0,-3
2009-11-24T16:13:36.510Z,58.24833383,-155.128833591,207,9
2009-11-24T16:10:09.820Z,58.248167163,-155.138166943,242,1
2009-11-24T16:06:47.780Z,58.247667162,-155.125500251,211,9
2009-11-24T16:06:12.250Z,58.244500489,-155.125500251,174,0
2009-11-24T16:04:54.380Z,58.239667146,-155.120833575,0,-2
2009-11-24T16:04:31.320Z,58.245667158,-155.120166907,0,5
2009-11-24T16:02:58.340Z,58.249500499,-155.119166905,0,0
2009-11-24T16:01:01.280Z,58.249000498,-155.126500253,0,8
2009-11-24T16:00:09.080Z,58.252667172,-155.114833563,369,23
2009-11-24T15:04:30.370Z,60.515334364,-152.720668108,641,-1
2009-11-24T13:33:19.200Z,60.521501043,-152.761334856,357,1
2009-11-24T11:40:11.450Z,60.517501035,-152.728001456,548,1
2009-11-24T02:17:16.690Z,61.32000064,-152.266833867,431,4
2009-11-24T00:19:34.700Z,61.527334388,-151.983001966,152,6
2009-11-23T23:21:39.690Z,54.596501193,-163.392334118,543,21
2009-11-23T12:01:58.140Z,58.001500003,-155.497500995,379,8
2009-11-23T09:30:07.620Z,53.874835083,-166.782334898,928,16
2009-11-22T23:18:10.970Z,61.305667278,-152.24000048,114,-3
2009-11-22T23:04:21.860Z,52.062666792,-176.103000206,0,5
2009-11-22T18:16:45.540Z,61.090833515,-152.058166783,1223,7
2009-11-22T12:34:04.870Z,61.057500115,-152.351334036,417,3
2009-11-22T11:49:34.850Z,58.152333638,-154.510667688,881,8
2009-11-22T10:23:22.430Z,61.492000984,-152.009500019,148,10
2009-11-22T08:33:52.160Z,51.775334884,-179.155166977,1031,21
2009-11-22T02:07:34.630Z,54.5333344,-164.604501209,4144,21
2009-11-22T02:06:09.070Z,54.564501129,-164.73500147,3798,20
2009-11-21T22:43:37.390Z,58.176500353,-155.351000702,125,6
2009-11-21T21:49:40.720Z,61.05666678,-152.370667408,316,2
2009-11-21T20:42:38.290Z,58.183000366,-155.354334042,399,16
2009-11-21T15:23:05.860Z,58.425500851,-154.882668432,568,15
2009-11-21T15:04:26.160Z,60.071500143,-153.055333444,0,-2
2009-11-21T12:34:24.000Z,60.743834821,-152.808501617,0,16
2009-11-21T12:01:54.760Z,58.159666986,-155.32166731,66,5
2009-11-21T10:52:06.600Z,58.21833377,-155.16000032,141,4
2009-11-21T10:51:41.050Z,58.22666712,-155.173500347,132,6
2009-11-21T10:06:11.540Z,60.004666676,-153.061833457,0,-9
2009-11-21T04:37:26.670Z,60.04666676,-153.042333418,0,-7
2009-11-21T02:55:57.340Z,61.059333452,-152.354334042,307,3
2009-11-21T01:49:03.660Z,58.285833905,-154.991335316,258,6
2009-11-21T01:35:11.860Z,58.279667226,-154.988501977,200,7
2009-11-21T01:13:33.640Z,58.369167405,-154.604334542,536,17
2009-11-20T23:56:16.050Z,53.245667158,-168.07000014,100,16
2009-11-20T21:49:23.370Z,53.8666684,-166.859835053,411,13
2009-11-20T21:10:25.190Z,53.862835059,-166.849501699,499,5
2009-11-20T21:07:14.680Z,53.868501737,-166.862335058,400,6
2009-11-20T21:01:58.850Z,53.231833797,-168.085333504,144,9
2009-11-20T20:18:56.250Z,61.266000532,-152.412000824,1074,7
2009-11-20T14:19:26.740Z,53.871001742,-166.786501573,904,15
2009-11-20T12:52:14.680Z,61.281333896,-152.216333766,0,-2
2009-11-20T07:29:28.080Z,58.177500355,-155.325167317,156,3
2009-11-20T07:23:38.970Z,60.495500991,-152.754834843,0,-2
2009-11-20T07:20:35.300Z,61.478834291,-151.832001664,1000,7
2009-11-20T06:04:40.290Z,61.314333962,-152.245667158,2,8
2009-11-20T02:56:39.000Z,61.067666802,-152.357500715,270,-1
2009-11-20T01:25:38.840Z,51.82500165,-177.815501631,927,14
