year,month,day,hour,min,sec,lat,,latM,latMd,long,,longM,longMd,depth,mag
2008,5,17,12,15,2066,57,N,41,10,156,W,8,44,400,8
2008,5,17,19,7,4296,58,N,10,25,155,W,22,75,179,9
2008,5,17,20,35,2127,51,N,54,13,177,W,17,63,1279,19
2008,5,17,22,22,3166,51,N,48,88,177,W,12,66,1120,0
2008,5,17,23,42,1648,51,N,50,51,177,W,49,93,206,21
2008,5,18,0,19,525,58,N,14,25,155,W,8,52,0,-4
2008,5,18,4,22,1341,58,N,10,63,155,W,21,20,188,8
2008,5,18,7,14,2503,58,N,14,0,155,W,9,39,0,0
2008,5,18,7,26,3390,58,N,14,67,155,W,9,16,179,6
2008,5,18,8,35,2206,58,N,13,95,155,W,9,89,82,6
2008,5,18,9,26,2187,52,N,4,16,176,W,8,39,0,-9
2008,5,18,10,40,4867,51,N,52,25,177,W,16,47,0,9
2008,5,18,13,16,2355,51,N,52,25,177,W,16,11,0,17
2008,5,18,13,22,960,58,N,10,96,155,W,22,58,245,8
2008,5,18,13,30,1760,58,N,13,54,155,W,8,85,0,3
2008,5,18,17,47,1054,51,N,52,70,177,W,49,2,16,13
2008,5,18,21,19,1504,61,N,22,43,152,W,12,40,469,-2
2008,5,18,23,52,2551,51,N,52,55,177,W,16,8,1033,11
2008,5,19,0,11,2802,51,N,57,65,177,W,18,66,1100,14
2008,5,19,0,25,1932,58,N,10,50,155,W,22,89,206,6
2008,5,19,1,50,949,51,N,52,28,177,W,18,10,0,10
2008,5,19,3,12,4702,51,N,50,27,177,W,50,27,744,21
2008,5,19,6,47,410,61,N,7,77,152,W,30,20,544,3
2008,5,19,7,51,3021,58,N,10,41,155,W,21,21,182,5
2008,5,19,7,57,1725,51,N,54,75,177,W,11,79,744,6
2008,5,19,8,25,3180,53,N,54,54,166,W,19,3,1457,12
2008,5,19,8,49,963,58,N,11,36,155,W,16,23,195,11
2008,5,19,10,13,5029,51,N,53,74,177,W,17,61,1456,15
2008,5,19,11,28,2859,51,N,53,42,177,W,18,64,0,11
2008,5,19,14,13,80,53,N,59,66,166,W,14,46,1449,22
2008,5,19,15,48,957,58,N,17,97,155,W,42,93,329,6
2008,5,19,16,0,5262,51,N,56,98,177,W,20,34,1385,13
2008,5,19,19,52,5418,51,N,51,35,177,W,13,73,979,12
2008,5,19,22,3,3339,58,N,19,97,155,W,44,54,694,11
2008,5,20,0,49,1972,58,N,17,22,154,W,58,72,196,6
2008,5,20,2,26,2775,51,N,52,23,177,W,15,71,996,15
2008,5,20,4,5,4519,58,N,10,86,155,W,20,37,157,2
2008,5,20,5,24,5136,53,N,47,76,166,W,54,91,404,9
2008,5,20,10,43,105,51,N,51,25,177,W,49,52,288,18
2008,5,20,11,4,4762,51,N,51,12,177,W,51,15,686,21
2008,5,20,20,17,5777,51,N,51,9,177,W,48,87,204,20
2008,5,20,21,7,4785,51,N,57,86,177,W,19,4,445,17
2008,5,20,23,10,4941,58,N,11,24,155,W,16,65,91,8
2008,5,20,23,20,3778,57,N,57,19,155,W,26,62,1498,4
2008,5,21,3,51,89,51,N,53,5,177,W,14,48,0,15
2008,5,21,9,33,43,58,N,11,10,155,W,22,80,237,3
2008,5,21,10,2,1010,52,N,17,63,174,W,5,81,1187,9
2008,5,21,13,22,4770,58,N,15,96,155,W,,38,200,5
2008,5,21,13,56,3289,58,N,10,4,155,W,21,85,47,2
2008,5,21,16,8,5520,58,N,11,30,155,W,17,43,0,2
2008,5,21,17,7,3247,61,N,21,61,152,W,10,34,332,2
2008,5,21,18,56,496,58,N,14,57,155,W,8,30,0,3
2008,5,21,20,49,4914,58,N,17,29,154,W,59,33,217,8
2008,5,21,21,8,266,61,N,18,36,152,W,22,27,171,4
2008,5,21,21,49,2454,51,N,50,31,177,W,50,2,654,22
2008,5,21,22,41,2746,58,N,13,24,155,W,6,7,0,5
2008,5,21,23,5,756,61,N,19,35,152,W,15,76,0,5
2008,5,22,3,24,424,51,N,47,89,177,W,6,53,0,9
2008,5,22,3,24,977,51,N,48,12,177,W,6,97,0,8
2008,5,22,3,24,3793,51,N,47,69,177,W,5,77,0,9
2008,5,22,4,48,5180,57,N,59,41,155,W,26,32,1219,7
2008,5,22,6,59,167,54,N,7,3,166,W,3,51,427,10
2008,5,22,8,2,5572,51,N,52,40,177,W,51,77,694,17
2008,5,22,14,9,3989,61,N,11,36,152,W,14,26,526,0
2008,5,22,16,38,4645,58,N,14,16,155,W,9,66,0,-1
2008,5,22,21,58,2294,58,N,23,27,154,W,40,50,115,17
2008,5,23,1,26,5429,58,N,13,53,155,W,8,16,415,10
2008,5,23,4,42,3498,58,N,23,22,154,W,40,78,107,9
2008,5,23,5,35,4439,61,N,25,64,151,W,43,42,992,7
2008,5,23,9,45,2588,61,N,58,43,144,W,,16,457,8
2008,5,23,10,23,5126,51,N,51,95,177,W,50,38,297,11
2008,5,23,13,36,3915,61,N,18,51,152,W,14,43,372,10
2008,5,23,14,8,5979,58,N,22,98,154,W,39,51,208,12
2008,5,23,17,52,626,54,N,7,55,165,W,58,41,377,3
2008,5,23,18,6,1422,61,N,20,51,152,W,14,15,0,2
2008,5,23,22,27,4300,61,N,8,10,152,W,15,73,266,4
2008,5,24,3,50,489,58,N,16,64,155,W,,38,134,9
2008,5,24,6,37,4368,51,N,53,88,177,W,10,92,705,5
2008,5,24,8,25,4218,58,N,11,86,155,W,15,29,133,5
2008,5,24,8,56,5285,51,N,53,18,177,W,16,87,0,27
2008,5,24,9,35,3704,51,N,55,44,177,W,19,65,0,8
2008,5,24,10,34,3868,51,N,56,97,177,W,17,36,0,6
2008,5,24,10,34,5042,51,N,56,1,177,W,17,27,0,12
2008,5,24,10,35,3700,51,N,55,13,177,W,16,48,0,6
2008,5,24,11,12,2789,58,N,11,8,155,W,17,78,227,10
2008,5,24,11,12,3897,58,N,10,91,155,W,17,44,113,11
2008,5,24,19,10,3185,58,N,13,40,155,W,10,3,114,10
2008,5,24,20,3,4649,51,N,54,50,177,W,19,67,0,18
2008,5,24,20,22,3551,51,N,53,50,177,W,15,31,742,14
2008,5,25,0,52,431,58,N,14,34,155,W,10,18,295,13
2008,5,25,0,57,2255,58,N,13,45,155,W,9,46,0,3
2008,5,25,9,13,2825,58,N,13,52,155,W,9,7,0,5
2008,5,25,10,33,1868,51,N,53,70,177,W,19,66,0,10
2008,5,25,11,4,2570,61,N,7,60,152,W,31,36,247,8
2008,5,25,11,23,5663,61,N,7,88,152,W,30,79,232,7
2008,5,25,12,57,5325,58,N,16,65,154,W,59,14,148,3
2008,5,25,18,28,5517,51,N,49,13,177,W,12,21,1110,7
2008,5,25,22,36,1294,59,N,21,77,153,W,26,16,0,-4
2008,5,25,23,14,1642,53,N,53,65,166,W,52,43,611,6
2008,5,26,2,53,2675,51,N,53,44,177,W,17,18,0,16
2008,5,26,6,55,5826,58,N,14,8,155,W,10,26,184,6
2008,5,26,8,31,4810,58,N,14,7,155,W,9,56,258,10
2008,5,26,8,49,4761,58,N,14,1,155,W,8,94,236,-2
2008,5,26,9,30,349,58,N,10,87,155,W,22,0,272,7
2008,5,26,9,44,3828,58,N,13,94,155,W,8,61,160,6
2008,5,26,11,39,4827,58,N,14,1,155,W,9,22,0,4
2008,5,26,12,2,1486,58,N,17,19,154,W,58,87,312,9
2008,5,26,14,3,606,58,N,14,87,155,W,31,42,918,5
2008,5,26,14,55,2411,58,N,13,69,155,W,9,67,0,4
2008,5,26,16,35,5050,51,N,53,73,177,W,18,49,0,11
2008,5,26,16,39,1777,58,N,10,50,155,W,18,1,0,4
2008,5,26,20,17,2360,58,N,13,57,155,W,8,81,16,5
2008,5,26,21,0,999,51,N,55,60,177,W,15,23,1853,8
2008,5,26,21,43,2265,54,N,9,3,165,W,58,96,183,6
2008,5,26,22,28,5753,58,N,14,77,155,W,9,22,0,4
2008,5,26,22,32,1444,58,N,13,43,155,W,10,59,164,6
2008,5,27,0,10,777,51,N,55,59,177,W,21,30,952,13
2008,5,27,0,10,3834,51,N,56,81,177,W,22,47,974,14
2008,5,27,2,44,2325,58,N,17,52,154,W,59,55,371,5
2008,5,27,2,49,2467,51,N,53,37,177,W,16,91,0,16
2008,5,27,5,8,1103,58,N,14,13,155,W,8,82,264,3
2008,5,27,5,14,1703,58,N,14,54,155,W,9,96,333,18
2008,5,27,5,31,1709,58,N,14,44,155,W,9,96,90,7
2008,5,27,5,32,3388,58,N,14,38,155,W,9,35,0,5
2008,5,27,6,6,5867,58,N,13,81,155,W,9,9,52,21
2008,5,27,6,24,3881,58,N,23,18,154,W,40,2,257,18
2008,5,27,6,27,3556,58,N,23,67,154,W,40,79,253,11
2008,5,27,6,37,1786,51,N,51,72,177,W,8,29,642,10
2008,5,27,6,37,2585,51,N,52,3,177,W,10,70,0,2
2008,5,27,6,49,5056,58,N,14,58,155,W,8,26,0,-4
2008,5,27,8,29,1739,61,N,11,7,152,W,13,62,469,1
2008,5,27,13,12,4840,51,N,49,57,177,W,50,14,406,26
2008,5,27,13,27,4267,58,N,14,18,155,W,10,27,248,12
2008,5,27,13,27,5929,58,N,16,0,155,W,9,84,190,9
2008,5,27,13,36,3645,53,N,51,12,166,W,47,9,787,6
2008,5,27,13,37,1781,53,N,51,65,166,W,47,44,835,7
2008,5,27,13,45,4932,51,N,53,25,177,W,15,95,0,5
2008,5,27,14,56,4466,58,N,14,72,154,W,56,67,1044,9
2008,5,27,15,47,677,54,N,8,42,165,W,58,58,227,4
2008,5,27,21,25,5465,58,N,14,41,155,W,9,72,197,13
2008,5,27,22,57,222,58,N,10,36,155,W,19,98,303,18
2008,5,28,1,56,3883,54,N,7,8,165,W,59,89,585,7
2008,5,28,2,1,3075,58,N,13,14,155,W,10,18,24,5
2008,5,28,6,10,3202,61,N,19,39,152,W,8,50,968,2
2008,5,28,6,38,5003,58,N,13,46,155,W,9,38,100,1
2008,5,28,6,56,2800,58,N,14,82,155,W,7,25,268,8
2008,5,28,12,9,2160,61,N,2,64,152,W,21,8,1439,15
2008,5,28,13,43,1098,58,N,17,18,155,W,22,52,357,5
2008,5,28,14,33,5374,51,N,59,94,178,E,22,65,347,7
2008,5,28,15,14,2739,54,N,7,41,165,W,59,11,455,10
2008,5,28,18,49,4108,58,N,14,91,155,W,7,38,106,6
2008,5,28,18,51,548,58,N,16,98,155,W,,53,370,2
2008,5,28,20,26,3096,58,N,10,64,155,W,20,79,188,7
2008,5,28,23,6,2233,58,N,12,3,155,W,20,58,597,6
2008,5,28,23,58,807,58,N,16,47,155,W,,37,343,10
2008,5,29,0,8,5097,58,N,14,26,155,W,8,54,189,1
2008,5,29,0,50,5373,58,N,17,33,155,W,,21,402,4
2008,5,29,0,54,1318,58,N,18,70,155,W,2,66,678,3
2008,5,29,1,31,4112,58,N,14,69,155,W,7,53,206,4
2008,5,29,2,38,5998,51,N,55,25,177,W,18,67,1078,14
2008,5,29,5,48,4059,58,N,14,50,155,W,10,3,238,9
2008,5,29,6,12,5082,58,N,13,79,155,W,6,76,157,10
2008,5,29,6,18,2456,58,N,10,75,155,W,18,71,71,4
2008,5,29,8,12,4519,61,N,11,97,152,W,17,33,476,4
2008,5,29,9,49,2692,51,N,53,8,177,W,15,94,0,13
2008,5,29,9,56,3774,58,N,14,54,155,W,7,80,111,1
2008,5,29,10,22,4834,51,N,50,17,177,W,55,51,1194,6
2008,5,29,10,23,3625,52,N,,95,177,W,49,61,0,15
2008,5,29,14,1,1363,59,N,21,88,153,W,26,0,0,2
2008,5,29,14,22,1104,59,N,21,53,153,W,25,73,0,2
2008,5,29,16,6,5519,58,N,13,67,155,W,11,33,38,0
2008,5,29,18,1,3383,58,N,16,91,154,W,57,68,165,14
2008,5,29,18,6,1375,58,N,10,9,155,W,20,68,75,4
2008,5,29,18,10,87,61,N,10,65,152,W,8,54,85,1
2008,5,29,19,21,3374,53,N,44,13,166,W,43,83,805,18
2008,5,30,2,41,449,58,N,16,96,154,W,59,63,243,5
2008,5,30,4,49,4247,61,N,59,79,144,W,2,7,852,16
2008,5,30,6,17,5581,58,N,9,81,155,W,19,47,186,4
2008,5,30,7,6,5131,61,N,21,84,152,W,11,73,490,2
2008,5,30,7,9,5814,53,N,52,59,166,W,55,14,173,5
2008,5,30,8,4,3604,58,N,14,54,155,W,8,27,0,2
2008,5,30,16,55,1368,61,N,10,87,152,W,14,5,224,-1
2008,5,30,17,33,2365,58,N,38,60,154,W,29,14,1537,9
2008,5,30,18,2,5170,58,N,10,13,155,W,22,23,183,4
2008,5,30,21,30,5953,61,N,17,62,152,W,13,66,0,0
2008,5,30,21,45,4614,61,N,17,99,152,W,14,80,360,5
2008,5,31,5,55,3539,62,N,2,17,144,W,6,61,1189,10
2008,5,31,6,6,4795,54,N,7,99,165,W,59,2,346,4
2008,5,31,6,34,1941,58,N,10,84,155,W,18,85,311,1
2008,5,31,8,3,5076,61,N,19,79,152,W,9,27,414,7
2008,5,31,12,2,94,57,N,43,7,156,W,16,84,571,13
2008,5,31,12,33,5555,61,N,17,41,152,W,14,14,300,5
2008,5,31,14,32,2824,58,N,10,19,155,W,19,79,74,6
2008,6,1,8,19,2606,61,N,54,14,144,W,9,71,1999,16
2008,6,1,8,50,1353,51,N,47,59,178,W,52,72,1047,19
2008,6,1,9,39,3790,61,N,2,94,152,W,22,77,1366,8
2008,6,1,10,26,2503,51,N,53,21,177,W,49,88,368,14
2008,6,1,10,41,2309,61,N,29,81,151,W,58,61,520,9
2008,6,1,11,9,2312,51,N,56,60,177,W,21,45,1073,15
2008,6,1,11,17,943,51,N,55,4,177,W,35,90,511,19
2008,6,1,12,45,3084,53,N,36,84,166,W,54,41,380,13
2008,6,1,13,49,1881,51,N,57,18,177,W,37,28,1385,15
2008,6,1,13,53,236,51,N,56,94,177,W,37,64,1482,15
2008,6,1,18,13,481,51,N,54,52,177,W,38,19,1101,13
2008,6,1,18,22,849,61,N,9,3,152,W,17,90,576,0
2008,6,1,20,12,146,61,N,31,60,151,W,59,87,637,6
2008,6,1,21,32,2561,51,N,48,81,177,W,33,64,860,18
2008,6,1,23,21,4789,51,N,54,88,177,W,37,4,1508,20
2008,6,1,23,55,3821,58,N,10,30,155,W,20,45,161,9
2008,6,2,0,40,1889,51,N,48,50,177,W,7,10,0,11
2008,6,2,0,43,610,51,N,56,49,177,W,19,92,1993,13
2008,6,2,1,10,5858,58,N,13,90,155,W,9,15,94,4
2008,6,2,3,1,3732,61,N,22,20,152,W,11,35,492,2
2008,6,2,5,29,5140,51,N,53,92,177,W,37,62,1505,21
2008,6,2,5,42,4239,51,N,51,48,177,W,49,0,237,14
2008,6,2,6,51,742,51,N,44,41,179,W,4,72,894,20
2008,6,2,7,48,2088,51,N,55,45,177,W,36,93,829,23
2008,6,2,11,49,36,51,N,49,28,177,W,32,8,0,13
2008,6,2,12,46,4650,51,N,47,59,177,W,33,97,714,16
2008,6,2,13,11,2802,51,N,52,97,177,W,35,82,455,12
2008,6,2,14,44,973,52,N,1,73,176,W,26,0,1341,12
2008,6,2,17,34,3147,51,N,44,21,177,W,7,96,1215,11
2008,6,3,0,14,2287,51,N,53,73,177,W,35,68,1069,12
2008,6,3,0,24,5038,58,N,16,9,154,W,57,82,171,11
2008,6,3,2,7,2937,51,N,54,10,177,W,17,28,183,7
2008,6,3,3,59,606,51,N,53,52,177,W,34,89,431,14
2008,6,3,5,6,4051,51,N,52,11,177,W,42,42,0,12
2008,6,3,7,59,2128,51,N,53,20,177,W,14,98,266,7
2008,6,3,9,22,1654,51,N,50,38,177,W,51,43,971,13
2008,6,3,10,13,5166,61,N,2,30,152,W,4,10,1022,6
2008,6,3,11,24,3746,58,N,14,69,155,W,6,63,36,3
2008,6,3,12,41,3929,51,N,48,85,177,W,33,67,394,17
2008,6,3,13,17,3282,51,N,52,52,177,W,17,43,0,18
2008,6,3,14,17,4174,51,N,45,65,177,W,31,70,1364,14
2008,6,3,14,57,3667,51,N,54,25,177,W,25,15,1363,16
2008,6,3,15,58,1068,51,N,54,17,177,W,19,43,0,17
2008,6,3,15,59,4928,58,N,10,93,155,W,18,49,196,10
2008,6,3,17,3,5925,58,N,14,95,155,W,7,18,221,7
2008,6,3,17,11,4433,51,N,55,69,177,W,22,32,1101,14
2008,6,3,17,28,1179,51,N,55,61,177,W,19,60,880,9
2008,6,3,20,57,850,51,N,54,85,177,W,18,69,944,13
2008,6,3,23,38,3267,51,N,57,13,177,W,26,64,1302,15
2008,6,3,23,45,5508,51,N,55,34,177,W,37,46,954,16
2008,6,4,0,19,3969,58,N,11,67,155,W,14,52,0,-3
2008,6,4,0,24,5390,51,N,47,89,177,W,31,39,1273,19
2008,6,4,1,48,4329,58,N,14,69,155,W,7,84,0,3
2008,6,4,1,49,366,58,N,14,66,155,W,7,54,164,6
2008,6,4,1,49,1313,58,N,15,23,155,W,6,62,499,5
2008,6,4,2,27,1910,51,N,44,98,178,W,4,70,667,13
2008,6,4,3,55,4181,58,N,25,96,154,W,32,95,184,10
2008,6,4,4,33,3000,51,N,45,64,177,W,31,36,1118,20
2008,6,4,7,0,860,61,N,22,19,152,W,11,54,510,2
2008,6,4,8,23,5880,51,N,50,54,177,W,49,35,742,12
2008,6,4,9,10,3448,58,N,13,56,155,W,6,69,0,7
2008,6,4,10,21,765,51,N,50,56,177,W,49,33,836,15
2008,6,4,12,6,1481,61,N,10,78,152,W,14,45,525,1
2008,6,4,13,58,1132,58,N,13,80,155,W,9,29,0,1
2008,6,4,15,28,907,51,N,50,72,177,W,48,75,792,20
2008,6,4,15,59,2668,61,N,17,30,152,W,13,90,858,3
2008,6,4,17,45,4923,51,N,44,72,177,W,31,12,1086,10
2008,6,4,17,46,4670,51,N,50,81,177,W,49,74,946,16
2008,6,4,17,52,507,51,N,46,15,177,W,30,91,1030,14
2008,6,4,18,12,5248,51,N,45,28,177,W,31,97,1159,19
2008,6,4,18,26,4906,51,N,53,69,177,W,10,94,1684,17
2008,6,4,18,32,3632,51,N,54,11,177,W,15,2,0,8
2008,6,5,0,4,3479,58,N,10,36,155,W,21,8,159,12
2008,6,5,3,9,3715,61,N,13,33,152,W,34,31,828,-1
2008,6,5,3,18,4520,51,N,53,44,177,W,21,8,394,16
2008,6,5,3,55,5265,52,N,,47,179,E,36,99,982,12
2008,6,5,4,18,3137,58,N,10,64,155,W,19,25,46,3
2008,6,5,4,22,5663,58,N,53,75,153,W,40,42,682,16
2008,6,5,4,31,3280,52,N,1,55,178,E,31,63,657,6
2008,6,5,4,39,2017,51,N,57,6,178,E,29,26,514,3
2008,6,5,6,37,459,51,N,58,9,178,E,28,40,406,0
2008,6,5,6,49,4115,51,N,58,69,178,E,31,32,561,6
2008,6,5,6,59,5864,52,N,,23,178,E,33,55,0,4
2008,6,5,7,0,2734,52,N,1,39,178,E,32,74,553,5
2008,6,5,7,1,263,52,N,3,37,178,E,31,29,0,6
2008,6,5,7,2,1856,51,N,58,5,178,E,27,84,463,13
2008,6,5,7,5,764,52,N,3,99,178,E,31,30,903,7
2008,6,5,7,6,5719,51,N,59,43,178,E,29,72,660,7
2008,6,5,7,7,2947,51,N,59,93,178,E,31,41,625,6
2008,6,5,7,7,3958,51,N,56,69,178,E,28,71,273,4
2008,6,5,7,11,381,51,N,58,23,178,E,30,8,392,7
2008,6,5,7,16,3988,51,N,58,57,178,E,28,73,704,5
2008,6,5,7,16,5404,51,N,58,21,178,E,25,93,650,15
2008,6,5,7,22,478,51,N,57,52,178,E,24,2,535,16
2008,6,5,9,57,2653,51,N,58,40,178,E,27,3,808,7
2008,6,5,10,45,1884,58,N,14,94,155,W,7,98,233,12
2008,6,5,10,45,2751,58,N,14,70,155,W,7,65,0,3
2008,6,5,10,45,4767,58,N,14,79,155,W,8,4,0,8
2008,6,5,10,47,2316,58,N,15,39,155,W,7,80,0,0
2008,6,5,10,47,3713,58,N,14,53,155,W,7,63,0,3
2008,6,5,10,58,1675,58,N,14,78,155,W,7,59,0,4
2008,6,5,12,28,4006,59,N,22,83,153,W,11,4,1659,6
2008,6,5,12,46,5373,51,N,46,17,177,W,31,98,1517,20
2008,6,5,13,39,155,58,N,14,67,155,W,9,33,236,10
2008,6,5,13,41,2801,58,N,14,85,155,W,9,62,0,5
2008,6,5,13,47,4566,51,N,55,8,177,W,18,33,1019,13
2008,6,5,16,5,4056,53,N,56,78,166,W,33,46,894,12
2008,6,5,16,17,3041,51,N,57,47,177,W,2,62,547,11
2008,6,5,16,52,4615,51,N,51,92,178,W,22,56,1000,19
2008,6,5,17,9,2106,51,N,44,59,177,W,31,32,1490,17
2008,6,5,18,29,1291,61,N,7,22,152,W,18,27,535,7
2008,6,5,21,42,5855,51,N,50,78,177,W,34,35,836,17
2008,6,5,21,50,5994,51,N,50,94,177,W,52,39,1036,14
2008,6,5,22,11,918,51,N,49,94,177,W,32,74,1500,11
2008,6,6,0,7,1321,51,N,43,73,177,W,27,23,968,17
2008,6,6,2,51,1323,51,N,52,41,177,W,36,65,1341,20
2008,6,6,4,13,5403,58,N,14,53,155,W,7,47,0,0
2008,6,6,4,16,216,51,N,51,43,177,W,49,0,835,14
2008,6,6,5,41,5192,58,N,12,97,155,W,9,71,0,0
2008,6,6,6,4,1132,58,N,14,70,155,W,7,48,0,-9
2008,6,6,7,36,5177,51,N,56,9,177,W,20,92,1762,12
2008,6,6,8,22,2352,51,N,51,40,177,W,49,15,759,16
2008,6,6,8,38,3525,52,N,5,49,176,W,9,54,0,-5
2008,6,6,10,15,2373,51,N,56,59,177,W,22,53,1584,16
2008,6,6,12,24,5373,51,N,55,91,177,W,20,51,919,13
2008,6,6,13,36,797,58,N,10,81,155,W,16,25,162,7
2008,6,6,13,48,5236,51,N,45,51,177,W,31,46,1487,19
2008,6,6,15,31,1532,51,N,50,99,177,W,34,40,648,13
2008,6,6,15,31,4954,51,N,48,39,177,W,35,20,0,14
2008,6,6,17,35,3124,51,N,52,29,177,W,45,77,0,15
2008,6,6,18,8,1375,51,N,51,62,177,W,44,5,716,20
2008,6,6,19,2,3957,51,N,50,83,177,W,49,27,752,14
2008,6,6,19,15,5518,51,N,53,83,177,W,36,11,548,18
2008,6,6,20,8,5981,51,N,49,49,177,W,34,89,774,14
2008,6,6,21,22,1468,51,N,57,61,178,E,27,19,751,11
2008,6,6,22,25,4086,58,N,11,31,155,W,16,22,146,7
2008,6,7,0,25,3126,58,N,14,6,155,W,8,88,169,12
2008,6,7,0,40,1694,51,N,50,83,177,W,34,80,404,15
2008,6,7,1,4,1816,54,N,9,57,165,W,57,86,17,3
2008,6,7,1,28,5359,54,N,9,40,165,W,56,97,118,8
2008,6,7,2,19,4730,51,N,45,2,177,W,32,49,1258,23
2008,6,7,2,51,4291,51,N,58,55,178,E,27,86,864,11
2008,6,7,3,10,3139,58,N,9,84,155,W,23,24,261,4
2008,6,7,4,24,2548,58,N,25,81,154,W,34,19,270,14
2008,6,7,5,10,4914,61,N,59,29,144,W,5,98,1405,10
2008,6,7,5,16,4778,51,N,58,28,178,E,29,4,526,1
2008,6,7,5,43,2004,51,N,44,85,177,W,32,20,1012,18
2008,6,7,6,11,2530,51,N,56,17,177,W,36,78,484,14
2008,6,7,6,21,1702,51,N,53,45,177,W,57,85,0,10
2008,6,7,6,30,1996,51,N,56,73,178,E,21,76,576,21
2008,6,7,6,31,2280,51,N,57,32,178,E,26,74,915,7
2008,6,7,6,33,2550,51,N,58,52,178,E,29,17,806,6
2008,6,7,6,41,158,58,N,39,86,154,W,22,90,1347,12
2008,6,7,6,45,1367,51,N,57,74,178,E,25,32,787,13
2008,6,7,6,46,3555,51,N,56,33,178,E,26,96,561,5
2008,6,7,7,10,2173,51,N,54,47,178,E,25,68,692,26
2008,6,7,7,12,1108,52,N,2,96,178,E,30,11,493,13
2008,6,7,7,14,2289,51,N,55,60,178,E,25,75,277,6
2008,6,7,7,14,3554,51,N,57,36,178,E,27,58,851,12
2008,6,7,7,15,767,51,N,56,69,178,E,29,11,120,4
2008,6,7,7,16,5651,51,N,57,48,178,E,24,36,406,14
2008,6,7,7,18,4378,51,N,57,43,178,E,30,20,871,7
2008,6,7,7,23,202,52,N,1,9,178,E,32,13,872,8
2008,6,7,7,25,2158,51,N,57,88,178,E,26,3,848,11
2008,6,7,7,49,1134,51,N,57,61,178,E,28,84,727,12
2008,6,7,7,59,1564,51,N,56,75,178,E,26,46,465,2
2008,6,7,8,1,3612,51,N,57,47,178,E,26,39,713,13
2008,6,7,8,7,2495,51,N,57,90,178,E,27,20,674,8
2008,6,7,8,29,5647,57,N,54,71,155,W,36,12,1093,10
2008,6,7,8,30,5597,52,N,1,85,178,E,32,21,757,9
2008,6,7,8,32,3759,58,N,17,2,154,W,59,36,215,9
2008,6,7,8,56,3288,51,N,55,99,178,E,25,32,490,8
2008,6,7,9,21,5936,51,N,58,69,178,E,28,12,545,5
2008,6,7,9,58,2097,51,N,58,65,178,E,27,59,889,9
2008,6,7,10,2,1544,51,N,56,67,178,E,26,52,836,11
2008,6,7,10,9,4271,51,N,52,59,178,E,16,8,181,26
2008,6,7,10,10,4485,51,N,57,87,178,E,28,41,771,9
2008,6,7,10,11,490,51,N,57,58,178,E,28,13,862,11
2008,6,7,10,12,4598,51,N,55,42,178,E,26,99,210,6
2008,6,7,10,13,305,51,N,57,63,178,E,27,38,665,10
2008,6,7,10,13,1230,51,N,57,56,178,E,25,68,682,13
2008,6,7,10,13,4626,51,N,57,98,178,E,25,77,596,9
2008,6,7,10,15,3810,52,N,1,3,178,E,30,22,909,10
2008,6,7,10,21,337,51,N,58,17,178,E,28,9,744,7
2008,6,7,10,24,209,51,N,57,73,178,E,29,61,434,1
2008,6,7,10,24,3726,51,N,57,30,178,E,27,9,702,3
2008,6,7,10,25,4472,52,N,,87,178,E,33,13,649,1
2008,6,7,10,36,71,51,N,58,34,178,E,27,13,743,15
2008,6,7,10,44,1005,51,N,57,66,178,E,30,5,905,4
2008,6,7,10,51,4107,51,N,55,14,177,W,18,29,800,11
2008,6,7,10,51,4097,52,N,2,27,178,E,32,74,745,10
2008,6,7,11,9,224,51,N,52,24,177,W,42,5,487,16
2008,6,7,11,16,4178,51,N,56,80,178,E,27,32,789,1
2008,6,7,11,29,4199,58,N,21,38,154,W,44,75,564,13
2008,6,7,11,32,3426,52,N,,84,178,E,32,13,818,9
2008,6,7,11,43,4465,51,N,56,31,178,E,25,29,570,12
2008,6,7,12,11,1299,58,N,21,32,154,W,44,20,562,11
2008,6,7,12,16,4097,52,N,,79,178,E,31,64,1205,12
2008,6,7,12,19,3368,52,N,1,46,178,E,32,3,931,14
2008,6,7,12,28,1527,51,N,58,20,178,E,28,49,869,8
2008,6,7,12,28,5000,51,N,50,85,177,W,49,74,768,13
2008,6,7,12,38,2245,51,N,50,50,177,W,33,30,543,11
2008,6,7,13,6,1921,51,N,59,87,178,E,31,33,707,10
2008,6,7,13,21,2506,51,N,58,91,178,E,28,48,990,9
2008,6,7,13,23,1997,51,N,55,39,177,W,17,71,799,10
2008,6,7,13,26,3072,51,N,54,98,177,W,38,9,1500,18
2008,6,7,13,35,1737,51,N,59,99,178,E,30,98,800,9
2008,6,7,13,40,222,51,N,55,53,178,E,30,51,454,3
2008,6,7,13,50,269,51,N,59,23,178,E,30,21,773,4
2008,6,7,14,1,3600,52,N,,95,178,E,31,76,770,8
2008,6,7,14,30,3291,52,N,1,64,178,E,34,87,0,6
2008,6,7,14,37,5939,52,N,,13,178,E,35,41,764,8
2008,6,7,15,49,5553,58,N,13,99,155,W,9,97,0,5
2008,6,7,16,23,397,51,N,44,26,177,W,31,6,908,11
2008,6,7,16,40,2117,51,N,57,78,178,E,28,95,913,4
2008,6,7,16,50,4956,51,N,59,66,178,E,31,39,772,11
2008,6,7,17,41,5179,51,N,58,83,178,E,27,8,809,11
