time,lat,long,depth,mag
2009-01-06T10:36:16.660Z,54.62,-163.52233333333334,6.88,1.1
2009-01-06T10:43:43.510Z,54.627833333333335,-163.5195,9.26,2
2009-01-06T10:44:50.660Z,54.62983333333333,-163.53616666666667,8.55,1.5
2009-01-06T10:49:21.040Z,54.61416666666667,-163.53733333333332,8.18,1.2
2009-01-06T10:59:23.820Z,54.61183333333334,-163.511,5.92,1.4
2009-01-06T11:04:01.790Z,54.62466666666667,-163.5265,7.35,2.6
2009-01-06T11:22:26.100Z,52.33533333333333,-174.15066666666667,7.46,0.9
2009-01-06T11:59:09.610Z,54.63066666666667,-163.53266666666667,6.48,1.1
2009-01-06T12:15:25.860Z,54.63283333333333,-163.52916666666667,9.46,2.4
2009-01-06T12:55:26.630Z,58.17433333333334,-155.35316666666668,1.69,1.5
2009-01-06T14:13:04.780Z,54.6275,-163.529,7.33,0.9
2009-01-06T14:43:32.640Z,58.245666666666665,-155.12066666666666,0,0.2
2009-01-06T15:36:31.570Z,54.618833333333335,-163.52383333333333,8.56,1.7
2009-01-06T15:50:30.330Z,61.306333333333335,-152.23466666666667,0,0
2009-01-06T16:34:10.010Z,58.244,-155.11883333333333,0,0.7
2009-01-06T16:49:28.790Z,58.244166666666665,-155.11016666666666,0,0.2
2009-01-06T17:15:48.880Z,54.614666666666665,-163.512,4.14,1.3
2009-01-06T17:32:48.930Z,54.63066666666667,-163.54533333333333,9.02,1.6
2009-01-06T17:34:23.330Z,54.62833333333333,-163.5315,7.23,1.3
2009-01-06T17:43:26.640Z,58.29483333333334,-154.94266666666667,3.71,0.5
2009-01-06T17:43:57.840Z,58.24133333333333,-155.13033333333334,0.42,-0.3
2009-01-06T17:59:01.180Z,58.249833333333335,-155.11366666666666,0,-0.1
2009-01-06T18:33:08.560Z,58.24333333333333,-155.11,2.21,0.2
2009-01-06T22:40:52.570Z,61.3035,-152.245,6.71,0.5
2009-01-07T00:12:30.400Z,61.302,-152.24766666666667,1.47,0.3
2009-01-07T00:47:19.450Z,58.2435,-155.11883333333333,1.23,2.4
2009-01-07T01:51:01.460Z,54.620333333333335,-163.52783333333332,6.95,1.9
2009-01-07T01:59:16.290Z,58.35666666666667,-155.101,0,0.2
2009-01-07T02:12:53.510Z,61.28633333333333,-152.25116666666668,11.14,0.2
2009-01-07T02:20:42.160Z,53.87533333333333,-166.84433333333334,4.73,0.9
2009-01-07T02:30:35.170Z,53.87416666666667,-166.846,4.69,0.8
2009-01-07T04:48:14.620Z,58.2505,-155.11666666666667,0,-0.1
2009-01-07T05:01:35.200Z,59.36533333333333,-153.4295,0,0.4
2009-01-07T05:12:34.170Z,54.61683333333333,-163.53433333333334,4.74,0.9
2009-01-07T07:33:05.410Z,54.63133333333333,-163.5345,9.48,1.4
2009-01-07T10:17:28.350Z,58.257666666666665,-154.97466666666668,1.09,0.3
2009-01-07T10:20:14.660Z,58.247,-155.12966666666668,1.96,0.1
2009-01-07T11:16:10.700Z,58.3165,-155.88283333333334,0.3,2.2
2009-01-07T12:27:56.460Z,58.329,-155.86983333333333,6.31,0.9
2009-01-07T12:29:13.080Z,61.30466666666667,-152.2425,3.22,0.4
2009-01-07T13:42:25.270Z,61.30266666666667,-152.24216666666666,0,0.1
2009-01-07T15:45:15.310Z,61.30683333333333,-152.24783333333335,7.04,0.2
2009-01-07T18:08:47.260Z,61.30283333333333,-152.2515,2.12,0.1
2009-01-07T18:09:24.380Z,58.2445,-155.11616666666666,0,0.4
2009-01-07T18:13:53.030Z,58.2395,-155.124,0.21,0.6
2009-01-07T20:50:15.990Z,61.29866666666667,-152.23966666666666,2.94,-0.1
2009-01-07T22:31:04.430Z,58.279833333333336,-154.983,3,0.3
2009-01-07T22:59:07.850Z,61.30433333333333,-152.241,4.66,0.4
2009-01-08T00:44:12.040Z,58.181666666666665,-155.345,1.75,1.1
2009-01-08T02:14:57.610Z,58.2845,-154.937,2.06,1.2
2009-01-08T03:34:11.920Z,54.594166666666666,-163.4895,2.91,1.4
2009-01-08T04:58:58.370Z,61.30833333333333,-152.24083333333334,2.23,0.1
2009-01-08T05:01:16.700Z,59.359,-153.41683333333333,0,0.6
2009-01-08T06:28:50.830Z,58.24583333333333,-155.12433333333334,0.86,0.6
2009-01-08T07:02:50.300Z,58.243,-155.11283333333333,0,0
2009-01-08T07:19:01.620Z,58.765166666666666,-153.66216666666668,2.31,0.9
2009-01-08T10:56:32.620Z,58.221333333333334,-155.18533333333335,2.05,0.3
2009-01-08T12:02:50.890Z,58.32416666666666,-155.85033333333334,2.46,1.5
2009-01-08T16:27:08.610Z,58.18183333333333,-155.36183333333332,5.5,0.7
2009-01-08T17:14:50.230Z,61.32533333333333,-152.21583333333334,4.5,0.4
2009-01-08T21:46:07.460Z,54.5985,-163.49016666666665,5.99,2.2
2009-01-08T21:46:53.270Z,54.61566666666667,-163.50633333333334,9.07,1.8
2009-01-08T21:49:03.860Z,54.6165,-163.512,8.35,1.6
2009-01-08T23:11:27.390Z,54.612,-163.51466666666667,6.43,1.5
2009-01-09T00:37:45.240Z,54.6115,-163.519,6.77,2.9
2009-01-09T00:54:56.110Z,58.265166666666666,-155.00816666666665,1.52,0.5
2009-01-09T01:04:45.730Z,54.61066666666667,-163.53083333333333,5.26,1.7
2009-01-09T07:35:26.970Z,56.19,-159.38583333333332,3.35,0.9
2009-01-09T07:38:29.310Z,61.35466666666667,-152.6285,6.85,0.6
2009-01-09T09:58:00.790Z,60.012166666666666,-152.99616666666665,0,0.1
2009-01-09T11:32:50.740Z,61.307833333333335,-152.2345,0.94,0.2
2009-01-09T11:33:10.780Z,61.312333333333335,-152.25183333333334,0.28,0.6
2009-01-09T13:41:28.730Z,58.218833333333336,-155.08033333333333,0,0.4
2009-01-09T19:41:45.720Z,52.3085,-174.1455,6.1,0.5
2009-01-09T20:15:44.620Z,60.0385,-153.09283333333335,4.37,0.7
2009-01-09T21:12:37.130Z,54.615833333333335,-163.517,5.86,2
2009-01-09T23:08:54.060Z,54.59583333333333,-163.50666666666666,3.71,2.7
2009-01-09T23:20:00.780Z,58.16833333333334,-155.3895,5.22,1.4
2009-01-09T23:36:59.000Z,54.608,-163.53066666666666,6.09,2.4
2009-01-10T01:07:00.800Z,58.236333333333334,-155.14166666666668,0.86,0.2
2009-01-10T01:14:52.940Z,60.0665,-153.03616666666667,0.61,0.2
2009-01-10T05:02:36.680Z,54.6135,-163.54716666666667,3.51,1.1
2009-01-10T06:50:27.300Z,54.60633333333333,-163.501,6.66,2.8
2009-01-10T14:44:03.980Z,58.23316666666667,-155.168,3.76,1.6
2009-01-10T14:44:18.310Z,58.2355,-155.16783333333333,3.9,1.5
2009-01-10T16:07:48.130Z,58.19883333333333,-155.09516666666667,5.96,0.8
2009-01-10T17:58:30.530Z,61.30416666666667,-152.23116666666667,0,-0.3
2009-01-10T18:09:00.900Z,61.24166666666667,-152.25916666666666,4.46,0.7
2009-01-10T19:40:39.210Z,58.32333333333333,-154.8525,3,0.9
2009-01-10T21:42:05.590Z,54.620666666666665,-163.51683333333332,8.66,2.6
2009-01-10T21:43:47.100Z,54.6095,-163.50116666666668,8.6,1.8
2009-01-11T02:21:30.050Z,58.192166666666665,-155.24933333333334,1.57,1.4
2009-01-11T02:56:41.180Z,61.289833333333334,-152.6115,4.76,-0.5
2009-01-11T04:11:54.640Z,54.61216666666667,-163.49816666666666,5.72,1.5
2009-01-11T09:17:32.510Z,54.6445,-163.62916666666666,2.94,1
2009-01-11T09:41:30.090Z,61.31966666666667,-152.24633333333333,3.46,0
2009-01-11T11:34:06.310Z,54.643166666666666,-163.61216666666667,2.27,0.7
