time,lat,long,depth,mag,ms
2007-01-12T07:44:51.330Z,52.3093333333,-174.1186666667,9.18,0.9,1168587891330
2007-01-12T07:53:21.220Z,52.3151666667,-174.1595,8.91,0.6,1168588401220
2007-01-12T07:56:05.370Z,52.3135,-174.1376666667,5.99,0.9,1168588565370
2007-01-12T07:59:22.210Z,52.313,-174.1263333333,9.63,1.4,1168588762210
2007-01-12T08:04:16.600Z,52.3118333333,-174.1258333333,9.83,0.5,1168589056600
2007-01-12T08:04:44.390Z,52.316,-174.1526666667,10.54,0.1,1168589084390
2007-01-12T08:07:36.130Z,52.3131666667,-174.1391666667,5.59,0.6,1168589256130
2007-01-12T08:20:51.550Z,52.3151666667,-174.1531666667,6.84,1.1,1168590051550
2007-01-12T08:21:30.920Z,52.3151666667,-174.1255,11.89,1.6,1168590090920
2007-01-12T08:35:27.360Z,52.3155,-174.108,7.82,0.7,1168590927360
2007-01-12T08:38:46.660Z,52.3133333333,-174.1723333333,7.56,0.6,1168591126660
2007-01-12T09:11:40.250Z,52.314,-174.1456666667,9.92,0.5,1168593100250
2007-01-12T09:53:37.890Z,52.3206666667,-174.1373333333,6.81,0.4,1168595617890
2007-01-12T10:29:59.620Z,51.8878333333,-178.1426666667,4.6,0.8,1168597799620
2007-01-12T10:51:49.650Z,52.3211666667,-174.1311666667,9.68,0.8,1168599109650
2007-01-12T11:11:33.260Z,54.1478333333,-165.9648333333,1.72,0.2,1168600293260
2007-01-12T11:30:43.910Z,58.7678333333,-153.6651666667,1.85,0.3,1168601443910
2007-01-12T11:53:42.450Z,54.5946666667,-163.5248333333,9.3,1.7,1168602822450
2007-01-12T12:41:56.430Z,58.1803333333,-155.2751666667,1.85,0.5,1168605716430
2007-01-12T13:54:42.530Z,58.7535,-153.6795,0,1.2,1168610082530
2007-01-12T14:11:59.770Z,52.3136666667,-174.1198333333,9.44,1.2,1168611119770
2007-01-12T14:20:53.260Z,52.3175,-174.1255,12.04,0.5,1168611653260
2007-01-12T14:35:08.910Z,52.3096666667,-174.1873333333,8.26,0.3,1168612508910
2007-01-12T14:40:52.860Z,52.3088333333,-174.149,9.73,1.3,1168612852860
2007-01-12T17:43:50.660Z,52.1001666667,178.1836666667,-3,2.6,1168623830660
2007-01-12T18:19:50.990Z,54.5861666667,-163.5303333333,8.04,1.5,1168625990990
2007-01-12T18:28:12.660Z,54.617,-163.5268333333,8.83,1.2,1168626492660
2007-01-12T19:44:27.650Z,58.4448333333,-154.7973333333,4.25,0.9,1168631067650
2007-01-12T20:02:10.570Z,58.7855,-153.6733333333,3.9,0.2,1168632130570
2007-01-12T21:27:10.670Z,52.2963333333,-174.1536666667,7.31,0.3,1168637230670
2007-01-13T04:01:08.250Z,51.8048333333,-178.8036666667,3.46,1,1168660868250
2007-01-13T04:41:06.060Z,58.1956666667,-155.2526666667,2.67,0.4,1168663266060
2007-01-13T04:42:05.070Z,58.1755,-155.3283333333,0.73,0.7,1168663325070
2007-01-13T05:17:20.260Z,54.1461666667,-165.9493333333,3.49,0.1,1168665440260
2007-01-13T05:19:36.760Z,54.1383333333,-165.9355,4.28,-0.2,1168665576760
2007-01-13T05:20:39.810Z,54.1386666667,-165.9373333333,4.21,0.3,1168665639810
2007-01-13T05:21:52.920Z,54.1425,-165.9475,2.97,0.3,1168665712920
2007-01-13T06:11:21.630Z,52.3058333333,-174.1711666667,2.44,1,1168668681630
2007-01-13T06:16:29.800Z,52.311,-174.1646666667,0.39,0.7,1168668989800
2007-01-13T06:38:34.940Z,52.304,-174.1893333333,-3,0.4,1168670314940
